2025-07-23 06:51:05,052 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-23 06:51:05,066 - rfid_reader - DEBUG - Failed to initialize RFID reader: No USB device found. Application will exit.
2025-07-23 06:51:05,066 - rfid_reader - DEBUG - Exiting application via system tray
2025-07-23 06:51:38,636 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-23 06:51:38,728 - rfid_reader - DEBUG - [RFID Reader Initialized] Device is active.
2025-07-23 06:51:38,728 - rfid_reader - DEBUG - [RFID Reader Running] Reading loop started.
2025-07-23 06:51:38,730 - rfid_reader - DEBUG - RFID reader thread started successfully
2025-07-23 06:51:38,743 - rfid_reader - DEBUG - Tag sender thread started successfully
2025-07-23 06:52:04,735 - rfid_reader - DEBUG - Opening credential UI via system tray
2025-07-23 06:53:46,864 - rfid_reader - DEBUG - UI closed without submitting credentials
2025-07-23 06:53:51,816 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:51,917 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,017 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,118 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,219 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,320 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,421 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,522 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,623 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,724 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,824 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:52,925 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,026 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,126 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,227 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,328 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,429 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,530 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,630 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,732 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,832 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:53,933 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,034 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,135 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,235 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,336 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,437 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,537 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,638 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,738 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,839 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:54,939 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,040 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,142 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,243 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,344 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,445 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,546 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,646 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,747 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,848 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:55,949 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,049 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,150 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,251 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,352 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,453 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,559 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,661 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,762 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,863 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:56,964 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,065 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,171 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,273 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,374 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,474 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,575 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,676 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,777 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,878 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:57,979 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,080 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,181 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,282 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,383 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,483 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,584 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,684 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,785 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,886 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:58,987 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,088 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,189 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,294 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,399 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,501 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,602 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,703 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,803 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:53:59,904 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,005 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,106 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,207 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,307 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,409 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,510 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,610 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,711 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,812 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:00,913 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,013 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,114 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,215 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,316 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,417 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,518 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,619 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,720 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,820 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:01,925 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,027 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,128 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,229 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,330 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,431 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,532 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,633 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,734 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,834 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:02,935 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,036 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,137 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,238 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,339 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,440 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,541 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,641 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,742 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,843 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:03,943 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,044 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,145 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,245 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,346 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,446 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,547 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,648 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,749 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,850 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:04,951 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,052 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,152 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,253 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,354 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,455 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,555 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,656 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,757 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,858 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,959 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:05,994 - rfid_reader - DEBUG - Opening credential UI via system tray
2025-07-23 06:54:06,146 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:06,250 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:06,351 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:06,452 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:08,459 - rfid_reader - DEBUG - Authentication invalid, waiting for re-authentication
2025-07-23 06:54:13,768 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-23 06:54:13,851 - rfid_reader - DEBUG - [RFID Reader Initialized] Device is active.
2025-07-23 06:54:13,851 - rfid_reader - DEBUG - [RFID Reader Running] Reading loop started.
2025-07-23 06:54:13,851 - rfid_reader - DEBUG - RFID reader thread started successfully
2025-07-23 06:54:13,867 - rfid_reader - DEBUG - Tag sender thread started successfully
2025-07-23 06:54:18,187 - rfid_reader - DEBUG - Opening credential UI via system tray
2025-07-23 06:54:55,179 - rfid_reader - DEBUG - Credentials updated: 0505e5751c62b5b4ebe54563a65cdb3b790dc75f
2025-07-23 06:55:04,012 - rfid_reader - DEBUG - Exiting application via system tray
2025-07-23 06:58:53,996 - rfid_reader - DEBUG - Attempting to initialize RFID reader...
2025-07-23 06:58:54,079 - rfid_reader - DEBUG - [RFID Reader Initialized] Device is active.
2025-07-23 06:58:54,079 - rfid_reader - DEBUG - [RFID Reader Running] Reading loop started.
2025-07-23 06:58:54,079 - rfid_reader - DEBUG - RFID reader thread started successfully
2025-07-23 06:58:54,095 - rfid_reader - DEBUG - Tag sender thread started successfully
2025-07-23 06:59:03,551 - rfid_reader - DEBUG - Opening credential UI via system tray
2025-07-23 06:59:21,408 - rfid_reader - DEBUG - Credentials updated: 0505e5751c62b5b4ebe54563a65cdb3b790dc75f
2025-07-23 07:00:33,868 - rfid_reader - DEBUG - Exiting application via system tray
